id,review,sentiment
57,"একেবারে নিম্নমানের ফেস ওয়াশ, ভেজাল।",0
58,"ফেস ওয়াশটা দুর্দান্ত, সবার কেনা উচিত।",2
59,"ফেস ওয়াশটা নিয়ে কোনো অভিযোগ নেই।",1
60,"ফেস ওয়াশটা মুখে ব্রণ এনে দিয়েছে।",0
61,"ফেস ওয়াশটা অনেক সফট এবং কার্যকর।",2
62,"ফেস ওয়াশটা দাম একটু বেশি কিন্তু ভালো।",1
63,"এটাকে ফেস ওয়াশ না বলে অন্য কিছু বলা উচিত।",0
64,"ফেস ওয়াশটা আমার সকল সমস্যার সমাধান করেছে।",2
65,"ফেস ওয়াশটা মোটামুটি চলে।",1
66,"ফেস ওয়াশটা ফেক, আসল প্রোডাক্ট নয়।",0
67,"ফেস ওয়াশটা দারুণ, স্কিন ব্রাইট করে।",2
68,"ফেস ওয়াশটা মাঝারি মানের।",1
69,"ভীষণ বাজে ফেস ওয়াশ, লজ্জা লাগে বিক্রি করতে।",0
70,"ফেস ওয়াশটা আমার স্কিনের সাথে স্যুট করে।",2
71,"ফেস ওয়াশটা নিয়ে তেমন কিছু বলার নেই।",1
72,"একদম প্রতারণা, নকল ফেস ওয়াশ দিয়েছে।",0
73,"ফেস ওয়াশটা খুব ভালো কাজ করে, সন্তুষ্ট।",2
74,"ফেস ওয়াশটা সাধারণ মানের, বেশি আশা করবেন না।",1
75,"ফেস ওয়াশটা ব্যবহার করে মুখে লাল দাগ পড়েছে।",0
76,"ফেস ওয়াশটা অসাধারণ, আমি মুগ্ধ।",2
77,"ফেস ওয়াশটা মোটামুটি ভালো, কিন্তু বেশি দাম।",1
78,"ফেস ওয়াশটা ইউজ করার যোগ্য না।",0
79,"ফেস ওয়াশটা পারফেক্ট, একদম ক্লিন ফিল।",2
80,"ফেস ওয়াশটা ঠিক আছে, খারাপ না।",1
81,"ফেস ওয়াশটা নিয়ে খুবই হতাশ।",0
82,"ফেস ওয়াশটা আমার পছন্দের তালিকায় যোগ হয়েছে।",2
83,"ফেস ওয়াশটা দামের তুলনায় ঠিকই আছে।",1
84,"একেবারে ফালতু, ফেস ওয়াশের নামে পানি দিয়েছে।",0
85,"ফেস ওয়াশটা চমৎকার, ত্বক সুস্থ রাখে।",2
86,"ফেস ওয়াশটা মোটামুটি চলে কিন্তু ভালো না।",1
87,"ফেস ওয়াশটা ব্যবহার করায় মুখে ব্রণ বেশি হয়েছে।",0
88,"ফেস ওয়াশটা দারুণ, সবার জন্য রেকমেন্ডেড।",2
89,"ফেস ওয়াশটা মাঝারি, আর কিছু নয়।",1
90,"একদম বাজে কোয়ালিটির ফেস ওয়াশ।",0
91,"ফেস ওয়াশটা খুব ভালো, ত্বক নরম হয়।",2
92,"ফেস ওয়াশটা ঠিক আছে, তবে প্যাকেজিং খারাপ।",1
93,"ফেস ওয়াশটা ব্যবহার করেই ত্বক খারাপ হয়েছে।",0
94,"ফেস ওয়াশটা অনেক ভালো, আবার অর্ডার করব।",2
95,"ফেস ওয়াশটা সাধারণ, কিছুটা কাজ করে।",1
96,"ফেস ওয়াশটা ডুপ্লিকেট, একদম নকল।",0
97,"ফেস ওয়াশটা অসাধারণ, ত্বক ফর্সা করে।",2
98,"ফেস ওয়াশটা দাম অনুযায়ী ঠিক আছে।",1
99,"ফেস ওয়াশটা ইউজ করে খুব খারাপ লাগছে।",0
100,"ফেস ওয়াশটা বেস্ট, আমি প্রতিদিন ব্যবহার করি।",2
101,"ডেটল সাবান অনেক ভালো, জীবাণু মুক্ত করে।",2
102,"ডেটল সাবান দাম একটু বেশি কিন্তু মান ভালো।",1
103,"ডেটল সাবান মোটেও ভালো না, ক্ষার বেশি।",0
104,"ডেটল সাবান ব্যবহার করে ত্বক পরিষ্কার লাগে।",2
105,"ডেটল সাবান মোটামুটি চলে, তবে অন্য ভালো আছে।",1
106,"ডেটল সাবান নকল, কেউ কিনবেন না।",0
107,"ডেটল সাবান দারুণ, রোজ ব্যবহার করি।",2
108,"ডেটল সাবান দাম বেশি, তবে গুণ ভালো।",1
109,"ডেটল সাবান একদম ফালতু, গায়ে লাগে না।",0
110,"ডেটল সাবান সত্যিই কার্যকর, সংক্রমণ কমায়।",2
111,"ডেটল সাবান নিয়ে কোনো অভিযোগ নেই।",1
112,"ডেটল সাবান ময়লা ভালো করে কাটে না।",0
113,"ডেটল সাবান বাজারের সেরা সাবান।",2
114,"ডেটল সাবান দাম একটু কম হলে ভালো হতো।",1
115,"ডেটল সাবান একদম বাজে, গা খসখসে করে।",0
116,"ডেটল সাবান অসাধারণ, ফ্রেশ লাগে।",2
117,"ডেটল সাবান মোটামুটি ভালো, বেশ চলছে।",1
118,"ডেটল সাবান নিয়ে খুবই হতাশ, পুরানো দিয়েছে।",0
119,"ডেটল সাবান সবসময় আমার পছন্দ।",2
120,"ডেটল সাবান দাম হিসাবে ঠিক আছে।",1
121,"ডেটল সাবান নকল, গন্ধ মিলে না।",0
122,"ডেটল সাবান ব্যবহার করে ত্বকের সমস্যা কমেছে।",2
123,"ডেটল সাবান দাম একটু বেশি মনে হচ্ছে।",1
124,"ডেটল সাবান একেবারেই অকার্যকর।",0
125,"ডেটল সাবান চমৎকার, সবাই নিতে পারেন।",2
126,"ডেটল সাবান মাঝারি মানের।",1
127,"ডেটল সাবান দিয়ে গোসল করলে চুলকানি হয়।",0
128,"ডেটল সাবান খুবই কার্যকরী, টাকা উসুল।",2
129,"ডেটল সাবান দামের তুলনায় ঠিকই আছে।",1
130,"ডেটল সাবান নকল প্রোডাক্ট দিয়েছে।",0
131,"ডেটল সাবান বরাবরের মতোই ভালো।",2
132,"ডেটল সাবান দাম একটু কমাতে পারেন।",1
133,"ডেটল সাবান একদম বাজে, গন্ধ ভালো না।",0
134,"ডেটল সাবান অসাধারণ, রোজ ব্যবহার করি।",2
135,"ডেটল সাবান মোটামুটি ভালো, চলবে।",1
136,"ডেটল সাবান নষ্ট প্যাকেটে এসেছে।",0
137,"ডেটল সাবান দারুণ, ত্বক মসৃণ করে।",2
138,"ডেটল সাবান দাম বেশি, তবে মান ভালো।",1
139,"ডেটল সাবান নকল মনে হচ্ছে, বারকোড নেই।",0
140,"ডেটল সাবান সবচেয়ে ভালো অ্যান্টিব্যাকটেরিয়াল সাবান।",2
141,"ডেটল সাবান দাম একটু কমালে বেশি বিক্রি হতো।",1
142,"ডেটল সাবান ব্যবহার করে ত্বক রুক্ষ হয়ে যায়।",0
143,"ডেটল সাবান খুব ভালো, আমি খুশি।",2
144,"ডেটল সাবান মোটামুটি, খারাপ না।",1
145,"ডেটল সাবান একদম ফালতু, ফেনা নেই।",0
146,"ডেটল সাবান চমৎকার, সংক্রমণ প্রতিরোধে সাহায্য করে।",2
147,"ডেটল সাবান দাম আরও কম হওয়া উচিত।",1
148,"ডেটল সাবান নকল, আসল দেয়নি।",0
149,"ডেটল সাবান অসাধারণ, সবাই কিনতে পারেন।",2
150,"ডেটল সাবান মোটামুটি ভালো, কিন্তু জমে না।",1
151,"ডেটল সাবান একদম বাজে, টাকা নষ্ট।",0
152,"ডেটল সাবান ব্যবহার করে চামড়া পরিষ্কার লাগে।",2
153,"ডেটল সাবান দাম তুলনামূলক বেশি।",1
154,"ডেটল সাবান নকল প্রোডাক্ট দিয়ে প্রতারণা।",0
155,"ডেটল সাবান দারুণ, জীবাণুমুক্ত করে।",2
156,"ডেটল সাবান মাঝারি, চলে।",1
157,"ডেটল সাবান একেবারেই অকেজো।",0
158,"ডেটল সাবান খুব ভালো, গন্ধও সুন্দর।",2
159,"ডেটল সাবান দাম একটু বেশি কিন্তু নিতে পারেন।",1
160,"ডেটল সাবান নকল, পুরানো মাল দিয়েছে।",0
161,"ডেটল সাবান অসাধারণ, সবার ঘরে থাকা উচিত।",2
162,"ডেটল সাবান দাম অনুযায়ী ঠিক আছে।",1
163,"ডেটল সাবান ব্যবহার করে ত্বক খারাপ হয়েছে।",0
164,"ডেটল সাবান বেস্ট, আমি রেগুলার ইউজার।",2
165,"ডেটল সাবান মোটামুটি ভালো, কিন্তু গন্ধ বেশি।",1
166,"ডেটল সাবান নকল, আসল না।",0
167,"ডেটল সাবান চমৎকার, ফ্রেশ ফিল দেয়।",2
168,"ডেটল সাবান দাম একটু কমানো জরুরি।",1
169,"ডেটল সাবান একদম বাজে, ফেনা কম হয়।",0
170,"ডেটল সাবান দারুণ, ত্বক সুস্থ রাখে।",2
171,"ডেটল সাবান মাঝারি মানের, আশানুরূপ না।",1
172,"ডেটল সাবান নকল, প্রতারণা করেছে।",0
173,"ডেটল সাবান অসাধারণ, সংক্রমণ রোধে কার্যকর।",2
174,"ডেটল সাবান দাম একটু বেশি, তবে মানে ঠিক।",1
175,"ডেটল সাবান ব্যবহার করে এলার্জি হয়েছে।",0
176,"ডেটল সাবান খুব ভালো, রোজ ব্যবহার করি।",2
177,"ডেটল সাবান দাম কমালে ভালো হতো।",1
178,"ডেটল সাবান নকল, বারকোড মেলেনি।",0
179,"ডেটল সাবান বেস্ট, সবাই নিতে পারেন।",2
180,"ডেটল সাবান মোটামুটি, নিতে পারেন।",1
181,"ডেটল সাবান একেবারেই খারাপ, গন্ধ নেই।",0
182,"ডেটল সাবান চমৎকার, ত্বক ক্লিন করে।",2
183,"ডেটল সাবান দাম একটু বেশি লাগছে।",1
184,"ডেটল সাবান নকল, আসল না।",0
185,"ডেটল সাবান অসাধারণ, জীবাণু মারতে ভালো।",2
186,"ডেটল সাবান দাম হিসাবে ঠিক আছে।",1
187,"ডেটল সাবান ব্যবহার করে ত্বক ড্রাই হয়ে যায়।",0
188,"ডেটল সাবান খুবই ভালো, আমি সন্তুষ্ট।",2
189,"ডেটল সাবান মোটামুটি ভালো, কিন্তু বেশি দাম।",1
190,"ডেটল সাবান নকল, কেউ কিনবেন না।",0
191,"ডেটল সাবান দারুণ, ফ্রেশ লাগে।",2
192,"ডেটল সাবান দাম একটু কম হলে সেরা হতো।",1
193,"ডেটল সাবান একদম বাজে, কাজ করে না।",0
194,"ডেটল সাবান বেস্ট, সব সময় কিনি।",2
195,"ডেটল সাবান মাঝারি, চলে।",1
196,"ডেটল সাবান নকল দিয়েছে, টাকা ফেরত চাই।",0
197,"ডেটল সাবান অসাধারণ, সবার জন্য ভালো।",2
198,"ডেটল সাবান দাম একটু কমাতে পারেন।",1
199,"ডেটল সাবান একেবারেই ফালতু।",0
200,"ডেটল সাবান খুব ভালো, পরিবারের সবাই ব্যবহার করে।",2
201,"ফেসমাস্কটি খুবই আরামদায়ক, সারাদিন পরে থাকা যায়।",2
202,"ফেসমাস্কের ফিতা একটু টাইট, অস্বস্তি লাগে।",1
203,"ফেসমাস্কটি একদম বাজে, ফিতে ছিঁড়ে গেছে।",0
204,"ফেসমাস্কটা ভালো, তিন লেয়ার মনে হচ্ছে।",2
205,"ফেসমাস্কটি মোটামুটি, কিন্তু নাকের ক্লিপ ঠিকমতো বসে না।",1
206,"ফেসমাস্কটি নকল, অরিজিনাল না।",0
207,"ফেসমাস্কটা অসাধারণ, বেশ প্রিমিয়াম লাগে।",2
208,"ফেসমাস্কটি দাম হিসেবে ঠিক আছে, তবে পাতলা।",1
209,"ফেসমাস্কটি পরলে শ্বাস নিতে কষ্ট হয়।",0
210,"ফেসমাস্কটা চমৎকার, মুখে ফিট করে।",2
211,"ফেসমাস্কটি মাঝারি, কিছুদিন পর ফিতা লুজ হয়ে যায়।",1
212,"ফেসমাস্কটি নষ্ট অবস্থায় এসেছে, ভেতর থেকে খোলা।",0
213,"ফেসমাস্কটা খুব ভালো, কোভিড থেকে সুরক্ষা দেয়।",2
214,"ফেসমাস্কটি দাম একটু বেশি কিন্তু মান ভালো।",1
215,"ফেসমাস্কটি একদম ফালতু, একটা ইউজেই ছিঁড়ে গেল।",0
216,"ফেসমাস্কটা দারুণ, নরম ও আরামদায়ক।",2
217,"ফেসমাস্কটি মোটামুটি, অন্য মাস্কের চেয়ে ভালো।",1
218,"ফেসমাস্কটি নকল, ব্র্যান্ডের মতো না।",0
219,"ফেসমাস্কটা অসাধারণ, সারাদিন পরে থাকে।",2
220,"ফেসমাস্কটি দাম অনুযায়ী ঠিক আছে।",1
221,"ফেসমাস্কটি ব্যবহার করলে কানে ব্যথা হয়।",0
222,"ফেসমাস্কটা চমৎকার, তিন স্তর বিশিষ্ট।",2
223,"ফেসমাস্কটি মাঝারি মানের, চলে।",1
224,"ফেসমাস্কটি একেবারেই অকেজো, ফিতা খুলে যায়।",0
225,"ফেসমাস্কটা খুব ভালো, বেশ আরাম।",2
226,"ফেসমাস্কটি দাম একটু বেশি, তবে নিতে পারেন।",1
227,"ফেসমাস্কটি নকল, প্যাকেজিং দেখেই বোঝা যায়।",0
228,"ফেসমাস্কটা অসাধারণ, বায়ু চলাচল ভালো।",2
229,"ফেসমাস্কটি মোটামুটি, খারাপ না।",1
230,"ফেসমাস্কটি ফালতু, পরলে ঘাম হয়।",0
231,"ফেসমাস্কটা দারুণ, সবার জন্য রেকমেন্ডেড।",2
232,"ফেসমাস্কটি দাম একটু কমালে ভালো হতো।",1
233,"ফেসমাস্কটি নকল, সিল খোলা ছিল।",0
234,"ফেসমাস্কটা খুব ভালো, ডিসপোজেবল।",2
235,"ফেসমাস্কটি মাঝারি, তবে ফিতা ছোট।",1
236,"ফেসমাস্কটি একদম বাজে, কোয়ালিটি নেই।",0
237,"ফেসমাস্কটা চমৎকার, নাকের ক্লিপ শক্ত।",2
238,"ফেসমাস্কটি দাম অনুযায়ী ঠিকই আছে।",1
239,"ফেসমাস্কটি নষ্ট, ভেতরে ধুলো।",0
240,"ফেসমাস্কটা অসাধারণ, খুব সফট।",2
241,"ফেসমাস্কটি মোটামুটি, তবে একটু ছোট।",1
242,"ফেসমাস্কটি নকল, ব্র্যান্ডের নাম দেওয়া নেই।",0
243,"ফেসমাস্কটা খুব ভালো, ডেলিভারি দ্রুত।",2
244,"ফেসমাস্কটি দাম বেশি মনে হচ্ছে।",1
245,"ফেসমাস্কটি একেবারেই ফালতু, ফিতে ছেড়া।",0
246,"ফেসমাস্কটা দারুণ, ঠান্ডা লাগে।",2
247,"ফেসমাস্কটি মাঝারি, চলে যায়।",1
248,"ফেসমাস্কটি নকল, আসল না।",0
249,"ফেসমাস্কটা চমৎকার, মুখে লেগে থাকে।",2
250,"ফেসমাস্কটি দাম হিসাবে ঠিক আছে।",1
251,"ফেসমাস্কটি ব্যবহার করলে মুখে ঘা হয়।",0
252,"ফেসমাস্কটা অসাধারণ, সবার কেনা উচিত।",2
253,"ফেসমাস্কটি মোটামুটি ভালো, তবে ফিতা টাইট।",1
254,"ফেসমাস্কটি নকল, রাবার খারাপ।",0
255,"ফেসমাস্কটা খুব ভালো, প্রিমিয়াম ফিল।",2
256,"ফেসমাস্কটি দাম একটু বেশি কিন্তু ভালো।",1
257,"ফেসমাস্কটি একদম বাজে, থ্রি লেয়ার না।",0
258,"ফেসমাস্কটা দারুণ, অনেক দামী মনে হয়।",2
259,"ফেসমাস্কটি মাঝারি, আর কিছু না।",1
260,"ফেসমাস্কটি নষ্ট, প্যাকেট ছেঁড়া।",0
261,"ফেসমাস্কটা খুব ভালো, সারাদিন ব্যবহার করি।",2
262,"ফেসমাস্কটি দাম তুলনামূলক কম।",1
263,"ফেসমাস্কটি নকল, গন্ধ আসে।",0
264,"ফেসমাস্কটা চমৎকার, খুব আরাম।",2
265,"ফেসমাস্কটি মোটামুটি, খারাপ না।",1
266,"ফেসমাস্কটি একেবারেই ফালতু, কাজ করে না।",0
267,"ফেসমাস্কটা অসাধারণ, নাকের ক্লিপ ভালো।",2
268,"ফেসমাস্কটি দাম অনুযায়ী ঠিকই আছে।",1
269,"ফেসমাস্কটি নকল, ব্র্যান্ডেড না।",0
270,"ফেসমাস্কটা খুব ভালো, প্রতিদিন পরিবর্তন করি।",2
271,"ফেসমাস্কটি মাঝারি, তবে টাইট।",1
272,"ফেসমাস্কটি নষ্ট, ফিতা ছিঁড়া।",0
273,"ফেসমাস্কটা দারুণ, সবার জন্য।",2
274,"ফেসমাস্কটি দাম একটু বেশি, কিন্তু কাজে দেয়।",1
275,"ফেসমাস্কটি একদম বাজে, পাতলা।",0
276,"ফেসমাস্কটা চমৎকার, বাচ্চাদের জন্য ভালো।",2
277,"ফেসমাস্কটি মোটামুটি, নিতে পারেন।",1
278,"ফেসমাস্কটি নকল, বারকোড নেই।",0
279,"ফেসমাস্কটা অসাধারণ, বেশ মজবুত।",2
280,"ফেসমাস্কটি দাম হিসাবে ঠিক।",1
281,"ফেসমাস্কটি ব্যবহার করলে চুলকানি হয়।",0
282,"ফেসমাস্কটা খুব ভালো, আরামদায়ক।",2
283,"ফেসমাস্কটি মাঝারি, কিছুদিন চলে।",1
284,"ফেসমাস্কটি নকল, আসল না।",0
285,"ফেসমাস্কটা দারুণ, ঠাণ্ডা লাগে।",2
286,"ফেসমাস্কটি দাম একটু কমাতে পারেন।",1
287,"ফেসমাস্কটি একেবারেই অকেজো।",0
288,"ফেসমাস্কটা চমৎকার, লাইটওয়েট।",2
289,"ফেসমাস্কটি মোটামুটি, ভালো বলা যায়।",1
290,"ফেসমাস্কটি নকল, কেউ কিনবেন না।",0
291,"ফেসমাস্কটা অসাধারণ, ফ্রেশ ফিল।",2
292,"ফেসমাস্কটি দাম অনুযায়ী ঠিক আছে।",1
293,"ফেসমাস্কটি ফালতু, ফিতা ছোট।",0
294,"ফেসমাস্কটা খুব ভালো, ডেলিভারি ফাস্ট।",2
295,"ফেসমাস্কটি মাঝারি, তবে নোজ ক্লিপ ঠিক না।",1
296,"ফেসমাস্কটি নষ্ট, ভাঙা অবস্থায় এসেছে।",0
297,"ফেসমাস্কটা দারুণ, প্রিমিয়াম কোয়ালিটি।",2
298,"ফেসমাস্কটি দাম একটু বেশি মনে হলো।",1
299,"ফেসমাস্কটি একদম বাজে, তিন লেয়ার না।",0
300,"ফেসমাস্কটা চমৎকার, সবার জন্য রেকমেন্ডেড।",2
301,"সেপনিল মাস্ক খুবই ভালো, বাজারে সেরা।",2
302,"সেপনিল মাস্ক একটু দামি কিন্তু মান ভালো।",1
303,"সেপনিল মাস্ক একদম ফালতু, পাতলা।",0
304,"সেপনিল মাস্ক ব্যবহার করে খুব আরাম পেয়েছি।",2
305,"সেপনিল মাস্ক মোটামুটি, কিন্তু ফিতা দুর্বল।",1
306,"সেপনিল মাস্ক নকল, অরিজিনাল না।",0
307,"সেপনিল মাস্ক অসাধারণ, সার্জিক্যাল মানে ভালো।",2
308,"সেপনিল মাস্ক দাম একটু বেশি, তবে কিনতে পারেন।",1
309,"সেপনিল মাস্ক একেবারেই অকেজো, নাক ঢাকে না।",0
310,"সেপনিল মাস্ক চমৎকার, তিন লেয়ার।",2
311,"সেপনিল মাস্ক মাঝারি, অন্য মাস্কের মতো না।",1
312,"সেপনিল মাস্ক নষ্ট, ফিতা ছেড়া।",0
313,"সেপনিল মাস্ক খুব ভালো, সারাদিন পরে থাকা যায়।",2
314,"সেপনিল মাস্ক দাম হিসাবে ঠিক আছে।",1
315,"সেপনিল মাস্ক ফালতু, পরলে ঘাম হয়।",0
316,"সেপনিল মাস্ক দারুণ, সবার কেনা উচিত।",2
317,"সেপনিল মাস্ক মোটামুটি, তবে ব্র্যান্ড ভালো।",1
318,"সেপনিল মাস্ক নকল, প্যাকেজিং খারাপ।",0
319,"সেপনিল মাস্ক অসাধারণ, বেশ মজবুত।",2
320,"সেপনিল মাস্ক দাম একটু কমাতে পারেন।",1
321,"সেপনিল মাস্ক একদম বাজে, ফেনা নেই।",0
322,"সেপনিল মাস্ক খুব ভালো, প্রিমিয়াম ফিল।",2
323,"সেপনিল মাস্ক মাঝারি, চলে।",1
324,"সেপনিল মাস্ক নকল, আসল না।",0
325,"সেপনিল মাস্ক চমৎকার, শ্বাস নিতে সুবিধা।",2
326,"সেপনিল মাস্ক দাম অনুযায়ী ঠিক।",1
327,"সেপনিল মাস্ক ব্যবহার করলে এলার্জি হয়।",0
328,"সেপনিল মাস্ক দারুণ, বাজারের সেরা।",2
329,"সেপনিল মাস্ক মোটামুটি, তবে ফিতা টাইট।",1
330,"সেপনিল মাস্ক নষ্ট, সিল খোলা।",0
331,"সেপনিল মাস্ক অসাধারণ, ডাক্তারি মান।",2
332,"সেপনিল মাস্ক দাম একটু বেশি কিন্তু ভালো।",1
333,"সেপনিল মাস্ক একেবারেই ফালতু।",0
334,"সেপনিল মাস্ক খুব ভালো, সবার জন্য।",2
335,"সেপনিল মাস্ক মাঝারি, নিতে পারেন।",1
336,"সেপনিল মাস্ক নকল, বারকোড নেই।",0
337,"সেপনিল মাস্ক চমৎকার, লাইটওয়েট।",2
338,"সেপনিল মাস্ক দাম একটু কমালে ভালো।",1
339,"সেপনিল মাস্ক ফালতু, ফিতা ছোট।",0
340,"সেপনিল মাস্ক দারুণ, সারাদিন পরে আছি।",2
341,"সেপনিল মাস্ক মোটামুটি, ভালো বলা যায়।",1
342,"সেপনিল মাস্ক নকল, গন্ধ আছে।",0
343,"সেপনিল মাস্ক অসাধারণ, বাচ্চাদের জন্যও ভালো।",2
344,"সেপনিল মাস্ক দাম হিসাবে ঠিক।",1
345,"সেপনিল মাস্ক একদম বাজে, কাজ করে না।",0
346,"সেপনিল মাস্ক খুব ভালো, ফ্রেশ লাগে।",2
347,"সেপনিল মাস্ক মাঝারি, তবে ব্র্যান্ড বিশ্বস্ত।",1
348,"সেপনিল মাস্ক নষ্ট, ফিতা খুলে যায়।",0
349,"সেপনিল মাস্ক চমৎকার, নাক ভালো ঢাকে।",2
350,"সেপনিল মাস্ক দাম একটু বেশি মনে হলো।",1
351,"সেপনিল মাস্ক একেবারেই অকেজো।",0
352,"সেপনিল মাস্ক দারুণ, সবার জন্য রেকমেন্ডেড।",2
353,"সেপনিল মাস্ক মোটামুটি, কিন্তু পাতলা।",1
354,"সেপনিল মাস্ক নকল, সিল নেই।",0
355,"সেপনিল মাস্ক অসাধারণ, বেশ স্টাইলিশ।",2
356,"সেপনিল মাস্ক দাম অনুযায়ী ঠিক আছে।",1
357,"সেপনিল মাস্ক ফালতু, ফিতা লুজ।",0
358,"সেপনিল মাস্ক খুব ভালো, তিন লেয়ার।",2
359,"সেপনিল মাস্ক মাঝারি, চলে।",1
360,"সেপনিল মাস্ক নকল, প্যাকেট ছেঁড়া।",0
361,"সেপনিল মাস্ক চমৎকার, আরামদায়ক।",2
362,"সেপনিল মাস্ক দাম একটু কমাতে পারেন।",1
363,"সেপনিল মাস্ক একদম বাজে, নাকের ক্লিপ নেই।",0
364,"সেপনিল মাস্ক দারুণ, প্রিমিয়াম।",2
365,"সেপনিল মাস্ক মোটামুটি, ভালো না খারাপ না।",1
366,"সেপনিল মাস্ক নষ্ট, পুরনো মাল।",0
367,"সেপনিল মাস্ক অসাধারণ, খুব সফট।",2
368,"সেপনিল মাস্ক দাম একটু বেশি কিন্তু ভালো।",1
369,"সেপনিল মাস্ক একেবারেই ফালতু।",0
370,"সেপনিল মাস্ক খুব ভালো, সবার কেনা উচিত।",2
371,"সেপনিল মাস্ক মাঝারি, তবে ফিতা ছোট।",1
