id,review,sentiment
49,ফেস ওয়াশ কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
50,ফেস ওয়াশ অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
51,ফেস ওয়াশ অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
52,ফেস ওয়াশ অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
53,ফেস ওয়াশ অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
54,ফেস ওয়াশ সম্পর্কে এখনই কিছু বলতে পারছি না।,1
55,ফেস ওয়াশ কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
56,আজ ফেস ওয়াশ হাতে পেলাম। খুব সন্তুষ্ট।,2
57,ফেস ওয়াশ অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
58,ফেস ওয়াশ কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
59,ফেস ওয়াশ ব্যবহার করে ভালো ফল পেয়েছি।,2
60,আজ ফেস ওয়াশ হাতে পেলাম। খুব সন্তুষ্ট।,2
61,ফেস ওয়াশ ঠিকমতো এসেছে। এখনো ব্যবহার করিনি।,1
62,ফেস ওয়াশ অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
63,ফেস ওয়াশ অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
64,ফেস ওয়াশ ব্যবহার করে ভালো ফল পেয়েছি।,2
65,ফেস ওয়াশ কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
66,আজ ফেস ওয়াশ হাতে পেলাম। খুব সন্তুষ্ট।,2
67,ফেস ওয়াশ ব্যবহার করে ভালো ফল পেয়েছি।,2
68,ফেস ওয়াশ ব্যবহার করে ভালো ফল পেয়েছি।,2
69,ফেস ওয়াশ কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
70,ফেস ওয়াশ ঠিকমতো এসেছে। এখনো ব্যবহার করিনি।,1
71,আজ ফেস ওয়াশ হাতে পেলাম। খুব সন্তুষ্ট।,2
72,ফেস ওয়াশ ব্যবহার করে ভালো ফল পেয়েছি।,2
73,ফেস ওয়াশ অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
74,আজ 1      ফেস ওয়াশ হাতে পেলাম। খুব সন্তুষ্ট।,2
75,আজ 1      ফেস ওয়াশ হাতে পেলাম। খুব সন্তুষ্ট।,2
76,ফেস ওয়াশ অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
77,ফেস ওয়াশ এর প্যাকেট ছেঁড়া ছিল।,0
78,আজ 1      ফেস ওয়াশ হাতে পেলাম। খুব সন্তুষ্ট।,2
79,ফেস ওয়াশ ঠিকমতো এসেছে। এখনো ব্যবহার করিনি।,1
80,ফেস ওয়াশ এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারব।,1
81,আজ 1      ফেস ওয়াশ হাতে পেলাম। খুব সন্তুষ্ট।,2
82,ফেস ওয়াশ অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
83,ফেস ওয়াশ ব্যবহার করে ভালো ফল পেয়েছি।,2
84,ফেস ওয়াশ কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
85,ফেস ওয়াশ অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
86,আজ 1      ফেস ওয়াশ হাতে পেলাম। খুব সন্তুষ্ট।,2
87,ফেস ওয়াশ একটি কম পাওয়া গেছে।,0
88,ফেস ওয়াশ অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
89,ফেস ওয়াশ একটি কম পাওয়া গেছে।,0
90,ফেস ওয়াশ অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
91,ফেস ওয়াশ অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
92,ফেস ওয়াশ হাতে পেয়েছি। পরে ব্যবহার করব।,1
93,আজ 1      ফেস ওয়াশ হাতে পেলাম। খুব সন্তুষ্ট।,2
94,ফেস ওয়াশ অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
95,ফেস ওয়াশ অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
96,ফেস ওয়াশ ব্যবহার করে ভালো ফল পেয়েছি।,2
97,ফেস ওয়াশ এর প্যাকেট ছেঁড়া ছিল।,0
98,ফেস ওয়াশ অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
99,ফেস ওয়াশ কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
100,ফেস ওয়াশ অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
101,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
102,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
103,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
104,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
105,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
106,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
107,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
108,আজ  ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
109,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
110,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
111,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
112,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
113,ডেটল সাবান ছবির সাথে মিল পাইনি।,0
114,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
115,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
116,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
117,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
118,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
119,ডেটল সাবান আশা অনুযায়ী ছিল না।,0
120,ডেটল সাবান হাতে পেয়েছি। পরে ব্যবহার করব।,1
121,ডেটল সাবান হাতে পেয়েছি। পরে ব্যবহার করব।,1
122,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
123,ডেটল সাবান হাতে পেয়েছি। পরে ব্যবহার করব।,1
124,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
125,ডেটল সাবান ঠিকমতো এসেছে। এখনো ব্যবহার করিনি।,1
126,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
127,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
128,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
129,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
130,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
131,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
132,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
133,ডেটল সাবান এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারব।,1
134,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
135,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
136,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
137,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
138,ডেটল সাবান আশা অনুযায়ী ছিল না।,0
139,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
140,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
141,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
142,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
143,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
144,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
145,ডেটল সাবান এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারব।,1
146,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
147,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
148,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
149,"ডেটল সাবান পেয়েছি, দেখা যাক কেমন হয়।",1
150,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
151,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
152,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
153,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
154,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
155,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
156,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
157,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
158,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
159,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
160,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
161,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
162,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
163,ডেটল সাবান ব্যবহার করে ভালো ফল পেয়েছি।,2
164,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
165,"ডেটল সাবান পেয়েছি, দেখা যাক কেমন হয়।",1
166,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
167,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
168,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
169,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
170,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
171,ডেটল সাবান এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারব।,1
172,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
173,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
174,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
175,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
176,ডেটল সাবান সম্পর্কে এখনই কিছু বলতে পারছি না।,1
177,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
178,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
179,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
180,ডেটল সাবান সম্পর্কে এখনই কিছু বলতে পারছি না।,1
181,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
182,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
183,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
184,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
185,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
186,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
187,ডেটল সাবান হাতে পেয়েছি। পরে ব্যবহার করব।,1
188,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
189,ডেটল সাবান কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
190,ডেটল সাবান আশা অনুযায়ী ছিল না।,0
191,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
192,ডেটল সাবান এর প্যাকেট ছেঁড়া ছিল।,0
193,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
194,ডেটল সাবান হাতে পেয়েছি। পরে ব্যবহার করব।,1
195,ডেটল সাবান এর মান তেমন ভালো লাগেনি।,0
196,ডেটল সাবান অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
197,ডেটল সাবান অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
198,ডেটল সাবান একটি কম পাওয়া গেছে।,0
199,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
200,আজ ডেটল সাবান হাতে পেলাম। খুব সন্তুষ্ট।,2
201,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
202,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
203,ফেসমাস্ক এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারব।,1
204,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
205,আজ ফেসমাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
206,ফেসমাস্ক এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারব।,1
207,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
208,ফেসমাস্ক সম্পর্কে এখনই কিছু বলতে পারছি না।,1
209,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
210,আজ ফেসমাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
211,ফেসমাস্ক সম্পর্কে এখনই কিছু বলতে পারছি না।,1
212,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
213,ফেসমাস্ক এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারব।,1
214,ফেসমাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
215,ফেসমাস্ক এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারব।,1
216,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
217,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
218,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
219,ফেসমাস্ক ছবির সাথে মিল পাইনি।,0
220,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
221,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
222,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
223,ফেসমাস্ক সম্পর্কে এখনই কিছু বলতে পারছি না।,1
224,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
225,ফেসমাস্ক এর মান তেমন ভালো লাগেনি।,0
226,আজ ফেসমাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
227,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
228,ফেসমাস্ক এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারব।,1
229,ফেসমাস্ক ছবির সাথে মিল পাইনি।,0
230,আজ ফেসমাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
231,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
232,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
233,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
234,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
235,ফেসমাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
236,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
237,ফেসমাস্ক এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারব।,1
238,ফেসমাস্ক হাতে পেয়েছি। পরে ব্যবহার করব।,1
239,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
240,ফেসমাস্ক আশা অনুযায়ী ছিল না।,0
241,ফেসমাস্ক ছবির সাথে মিল পাইনি।,0
242,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
243,ফেসমাস্ক এর প্যাকেট ছেঁড়া ছিল।,0
244,ফেসমাস্ক সম্পর্কে এখনই কিছু বলতে পারছি না।,1
245,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
246,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
247,আজ ফেসমাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
248,ফেসমাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
249,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
250,ফেসমাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
251,আজ ফেসমাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
252,আজ ফেসমাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
253,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
254,আজ ফেসমাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
255,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
256,ফেসমাস্ক ছবির সাথে মিল পাইনি।,0
257,আজ ফেসমাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
258,ফেসমাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
259,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
260,ফেসমাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
261,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
262,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
263,ফেসমাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
264,ফেসমাস্ক ছবির সাথে মিল পাইনি।,0
265,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
266,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
267,ফেসমাস্ক এর মান তেমন ভালো লাগেনি।,0
268,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
269,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
270,ফেসমাস্ক ঠিকমতো এসেছে। এখনো ব্যবহার করিনি।,1
271,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
272,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
273,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
274,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
275,ফেসমাস্ক ঠিকমতো এসেছে। এখনো ব্যবহার করিনি।,1
276,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
277,ফেসমাস্ক এর মান তেমন ভালো লাগেনি।,0
278,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
279,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
280,ফেসমাস্ক ঠিকমতো এসেছে। এখনো ব্যবহার করিনি।,1
281,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
282,ফেসমাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
283,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
284,ফেসমাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
285,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
286,ফেসমাস্ক সম্পর্কে এখনই কিছু বলতে পারছি না।,1
287,ফেসমাস্ক আশা অনুযায়ী ছিল না।,0
288,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
289,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
290,ফেসমাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
291,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
292,আজ ফেসমাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
293,ফেসমাস্ক এর মান তেমন ভালো লাগেনি।,0
294,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
295,ফেসমাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
296,ফেসমাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
297,আজ ফেসমাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
298,আজ ফেসমাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
299,ফেসমাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
300,ফেসমাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
301,সেপনিল মাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
302,সেপনিল মাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
303,সেপনিল মাস্ক এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারব।,1
304,আজ সেপনিল মাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
305,আজ সেপনিল মাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
306,সেপনিল মাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
307,সেপনিল মাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
308,আজ  সেপনিল মাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
309,"সেপনিল মাস্ক পেয়েছি, দেখা যাক কেমন হয়।",1
310,সেপনিল মাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
311,সেপনিল মাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
312,সেপনিল মাস্ক কম দামে ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,2
313,সেপনিল মাস্ক আশা অনুযায়ী ছিল না।,0
314,সেপনিল মাস্ক ব্যবহার করে ভালো ফল পেয়েছি।,2
315,সেপনিল মাস্ক অরিজিনাল মনে হয়েছে। সবাই নিতে পারেন।,2
316,সেপনিল মাস্ক এর প্যাকেট ছেঁড়া ছিল।,0
317,আজ  সেপনিল মাস্ক হাতে পেলাম। খুব সন্তুষ্ট।,2
318,সেপনিল মাস্ক ছবির সাথে মিল পাইনি।,0
319,সেপনিল মাস্ক অনেক ভালো ছিল। দাম অনুযায়ী দারুণ।,2
